RCId,Cid,OrderTime,ScheduleTime,OrderStatus,score,id
2496,3130,2021-08-05 23:04:07.377357,"{'2021-08-11': ['19', '21']}",0,,9481
2496,3087,2021-08-07 18:12:58.744244,"{'2021-08-11': ['14', '16']}",0,,9484
2497,3129,2021-07-24 12:38:59.982090,"{'2021-07-28': ['17', '19']}",0,,9486
2498,3143,2021-07-08 05:23:44.782511,"{'2021-07-09': ['18', '19']}",0,,9487
2499,3054,2021-07-08 12:02:53.328227,"{'2021-07-09': ['12', '13']}",0,,9488
2499,3028,2021-07-18 23:32:14.320421,"{'2021-07-19': ['14', '15']}",0,,9489
2499,3125,2021-08-01 21:17:37.226683,"{'2021-08-04': ['13', '15']}",0,,9492
2499,3112,2021-08-02 05:20:19.636141,"{'2021-08-09': ['16', '17']}",0,,9490
2499,3064,2021-08-03 18:03:20.953813,"{'2021-08-10': ['9', '10']}",0,,9491
2500,3029,2021-07-21 17:21:02.993847,"{'2021-07-22': ['14', '17']}",0,,9493
2500,3074,2021-07-21 19:06:35.045722,"{'2021-07-22': ['17', '18']}",0,,9497
2500,3018,2021-07-22 18:57:19.036304,"{'2021-07-27': ['12', '13']}",0,,9496
2500,3108,2021-07-26 05:00:46.062450,"{'2021-08-02': ['12', '15']}",0,,9495
2500,3129,2021-07-27 14:52:22.689233,"{'2021-07-28': ['12', '13']}",0,,9494
